posicion,n,frac_acumulada
13748,1,0.9603960396039604
13759,1,0.9608085808580858
13760,1,0.9612211221122112
13761,1,0.9616336633663366
13764,1,0.9620462046204621
13766,1,0.9624587458745875
13769,1,0.9628712871287128
13772,1,0.9632838283828383
13774,1,0.9636963696369637
13780,1,0.9641089108910891
13786,1,0.9645214521452146
13787,2,0.9653465346534653
13789,1,0.9657590759075908
13790,1,0.9661716171617162
13799,1,0.9665841584158416
13800,1,0.966996699669967
13808,1,0.9674092409240924
13816,1,0.9678217821782178
13820,1,0.9682343234323433
13828,1,0.9686468646864687
13829,1,0.969059405940594
13840,1,0.9694719471947195
13851,2,0.9702970297029703
13870,1,0.9707095709570958
13895,1,0.9711221122112211
13900,1,0.9715346534653465
13905,1,0.971947194719472
13906,1,0.9723597359735974
13933,3,0.9735973597359736
13934,1,0.974009900990099
13937,1,0.9744224422442245
13948,2,0.9752475247524752
13952,1,0.9756600660066007
13954,1,0.9760726072607261
13972,1,0.9764851485148515
13977,2,0.9773102310231023
13978,3,0.9785478547854786
13980,1,0.9789603960396039
13981,1,0.9793729372937293
13985,1,0.9797854785478548
13986,1,0.9801980198019802
13988,1,0.9806105610561056
13990,1,0.981023102310231
13992,2,0.9818481848184818
13995,1,0.9822607260726073
13996,1,0.9826732673267327
13998,1,0.983085808580858
14000,1,0.9834983498349835
14002,1,0.9839108910891089
14004,2,0.9847359735973598
14005,2,0.9855610561056105
14007,3,0.9867986798679867
14011,1,0.9872112211221122
14014,2,0.988036303630363
14017,1,0.9884488448844885
14025,1,0.9888613861386139
14029,1,0.9892739273927392
14051,1,0.9896864686468647
14069,1,0.9900990099009901
14078,1,0.9905115511551155
14088,1,0.990924092409241
14096,1,0.9913366336633663
14114,1,0.9917491749174917
14121,2,0.9925742574257426
14145,1,0.9929867986798679
14161,1,0.9933993399339934
14182,1,0.9938118811881188
14191,1,0.9942244224422442
14197,1,0.9946369636963697
14217,1,0.995049504950495
14224,1,0.9954620462046204
14226,1,0.9958745874587459
14233,1,0.9962871287128713
14273,1,0.9966996699669967
14285,1,0.9971122112211221
14291,1,0.9975247524752475
14303,1,0.9979372937293729
14367,1,0.9983498349834984
14375,1,0.9987623762376238
14415,1,0.9991749174917491
14551,1,0.9995874587458746
14584,1,1.0
