ann,db,grado,tramo
OG6483,omcl,1,1
OG1014,omcl,1,1
OG32543,omcl,1,1
OG64851,omcl,1,1
OG64854,omcl,1,1
OG64855,omcl,1,1
OG64859,omcl,1,1
OG6486,omcl,1,1
OG64860,omcl,1,1
OG64862,omcl,1,1
OG32529,omcl,1,1
OG3253,omcl,1,1
OG32532,omcl,1,1
OG32534,omcl,1,1
OG32536,omcl,1,1
OG32539,omcl,1,1
OG3254,omcl,1,1
OG32541,omcl,1,1
OG32517,omcl,1,1
OG32518,omcl,1,1
OG32519,omcl,1,1
OG32520,omcl,1,1
OG32521,omcl,1,1
OG32523,omcl,1,1
OG32524,omcl,1,1
OG32527,omcl,1,1
OG23971,omcl,1,1
OG23972,omcl,1,1
OG23976,omcl,1,1
OG23979,omcl,1,1
OG2398,omcl,1,1
OG23982,omcl,1,1
OG23984,omcl,1,1
OG23991,omcl,1,1
OG10122,omcl,1,1
OG10123,omcl,1,1
OG10126,omcl,1,1
OG10127,omcl,1,1
OG10128,omcl,1,1
OG1013,omcl,1,1
OG10130,omcl,1,1
OG10131,omcl,1,1
OG10110,omcl,1,1
OG10112,omcl,1,1
OG10113,omcl,1,1
OG10114,omcl,1,1
OG10115,omcl,1,1
OG10117,omcl,1,1
OG10120,omcl,1,1
OG10121,omcl,1,1
OG64873,omcl,1,1
OG64874,omcl,1,1
OG64878,omcl,1,1
OG64879,omcl,1,1
OG6488,omcl,1,1
OG64881,omcl,1,1
OG64886,omcl,1,1
OG64888,omcl,1,1
OG64863,omcl,1,1
OG64864,omcl,1,1
OG64866,omcl,1,1
OG64867,omcl,1,1
OG64868,omcl,1,1
OG64869,omcl,1,1
OG6487,omcl,1,1
OG64872,omcl,1,1
OG64925,omcl,1,1
OG64927,omcl,1,1
OG6493,omcl,1,1
OG64930,omcl,1,1
OG64931,omcl,1,1
OG64932,omcl,1,1
OG64934,omcl,1,1
OG64935,omcl,1,1
OG64905,omcl,1,1
OG64906,omcl,1,1
OG64909,omcl,1,1
OG64913,omcl,1,1
OG64914,omcl,1,1
OG64921,omcl,1,1
OG64922,omcl,1,1
OG64923,omcl,1,1
OG64899,omcl,1,1
OG649,omcl,1,1
OG6490,omcl,1,1
OG64900,omcl,1,1
OG64901,omcl,1,1
OG64902,omcl,1,1
OG64903,omcl,1,1
OG64904,omcl,1,1
OG10133,omcl,1,1
OG64889,omcl,1,1
OG64890,omcl,1,1
OG64892,omcl,1,1
OG64893,omcl,1,1
OG64895,omcl,1,1
OG64896,omcl,1,1
OG64898,omcl,1,1
OG64946,omcl,1,1
OG64949,omcl,1,1
OG6495,omcl,1,1
OG64951,omcl,1,1
OG64955,omcl,1,1
OG64956,omcl,1,1
OG64958,omcl,1,1
OG64959,omcl,1,1
OG10099,omcl,1,1
OG101,omcl,1,1
OG10100,omcl,1,1
OG10102,omcl,1,1
OG10104,omcl,1,1
OG10105,omcl,1,1
OG10107,omcl,1,1
OG10108,omcl,1,1
OG10083,omcl,1,1
OG10085,omcl,1,1
OG10088,omcl,1,1
OG10093,omcl,1,1
OG10094,omcl,1,1
OG10096,omcl,1,1
OG10097,omcl,1,1
OG10098,omcl,1,1
OG64936,omcl,1,1
OG64937,omcl,1,1
OG64939,omcl,1,1
OG64941,omcl,1,1
OG64942,omcl,1,1
OG64943,omcl,1,1
OG64944,omcl,1,1
OG10082,omcl,1,1
OG23969,omcl,1,1
OG2397,omcl,1,1
OG64963,omcl,1,1
OG64964,omcl,1,1
OG64965,omcl,1,1
OG64966,omcl,1,1
OG64968,omcl,1,1
OG64970,omcl,1,1
OG32510,omcl,1,1
OG32511,omcl,1,1
OG32512,omcl,1,1
OG32513,omcl,1,1
OG32514,omcl,1,1
OG23964,omcl,1,1
OG23965,omcl,1,1
OG23966,omcl,1,1
OG32499,omcl,1,1
OG3250,omcl,1,1
OG32500,omcl,1,1
OG32501,omcl,1,1
OG32502,omcl,1,1
OG32504,omcl,1,1
OG32505,omcl,1,1
OG32507,omcl,1,1
OG64961,omcl,1,1
OG32481,omcl,1,1
OG32482,omcl,1,1
OG32486,omcl,1,1
OG32487,omcl,1,1
OG32488,omcl,1,1
OG32496,omcl,1,1
OG32498,omcl,1,1
OG65009,omcl,1,1
OG6501,omcl,1,1
OG65010,omcl,1,1
OG65011,omcl,1,1
OG65013,omcl,1,1
OG65014,omcl,1,1
OG65015,omcl,1,1
OG65016,omcl,1,1
OG64995,omcl,1,1
OG64996,omcl,1,1
OG64997,omcl,1,1
OG64998,omcl,1,1
OG65002,omcl,1,1
OG65004,omcl,1,1
OG65007,omcl,1,1
OG65008,omcl,1,1
OG64982,omcl,1,1
OG64983,omcl,1,1
OG64985,omcl,1,1
OG64986,omcl,1,1
OG64987,omcl,1,1
OG64988,omcl,1,1
OG64990,omcl,1,1
OG64992,omcl,1,1
OG64971,omcl,1,1
OG64973,omcl,1,1
OG64974,omcl,1,1
OG64975,omcl,1,1
OG64978,omcl,1,1
OG6498,omcl,1,1
OG64980,omcl,1,1
OG64981,omcl,1,1
OG65051,omcl,1,1
OG65053,omcl,1,1
OG65054,omcl,1,1
OG65055,omcl,1,1
OG65058,omcl,1,1
OG65059,omcl,1,1
OG10052,omcl,1,1
OG10053,omcl,1,1
OG65039,omcl,1,1
OG65040,omcl,1,1
OG65042,omcl,1,1
OG65043,omcl,1,1
OG65044,omcl,1,1
OG65045,omcl,1,1
OG65046,omcl,1,1
OG65047,omcl,1,1
OG65028,omcl,1,1
OG65030,omcl,1,1
OG65031,omcl,1,1
OG65032,omcl,1,1
OG65033,omcl,1,1
OG65035,omcl,1,1
OG65036,omcl,1,1
OG65037,omcl,1,1
OG65017,omcl,1,1
OG65019,omcl,1,1
OG6502,omcl,1,1
OG65021,omcl,1,1
OG65022,omcl,1,1
OG65023,omcl,1,1
OG65024,omcl,1,1
OG65027,omcl,1,1
OG65066,omcl,1,1
OG65068,omcl,1,1
OG6507,omcl,1,1
OG65070,omcl,1,1
OG65071,omcl,1,1
OG65072,omcl,1,1
OG65075,omcl,1,1
OG65076,omcl,1,1
OG10073,omcl,1,1
OG10074,omcl,1,1
OG10076,omcl,1,1
OG10078,omcl,1,1
OG10079,omcl,1,1
OG65062,omcl,1,1
OG65064,omcl,1,1
OG65065,omcl,1,1
OG10063,omcl,1,1
OG10064,omcl,1,1
OG10065,omcl,1,1
OG10066,omcl,1,1
OG10069,omcl,1,1
OG1007,omcl,1,1
OG10070,omcl,1,1
OG10072,omcl,1,1
OG10054,omcl,1,1
OG10056,omcl,1,1
OG10057,omcl,1,1
OG10058,omcl,1,1
OG10059,omcl,1,1
OG10060,omcl,1,1
OG10061,omcl,1,1
OG10062,omcl,1,1
OG10023,omcl,1,1
OG10024,omcl,1,1
OG10028,omcl,1,1
OG10030,omcl,1,1
OG10033,omcl,1,1
OG24003,omcl,1,1
OG24004,omcl,1,1
OG24005,omcl,1,1
OG65109,omcl,1,1
OG6511,omcl,1,1
OG65110,omcl,1,1
OG65112,omcl,1,1
OG65113,omcl,1,1
OG65116,omcl,1,1
OG65117,omcl,1,1
OG10022,omcl,1,1
OG65096,omcl,1,1
OG65097,omcl,1,1
OG65098,omcl,1,1
OG65099,omcl,1,1
OG65100,omcl,1,1
OG65101,omcl,1,1
OG65105,omcl,1,1
OG65107,omcl,1,1
OG65077,omcl,1,1
OG65083,omcl,1,1
OG65084,omcl,1,1
OG65087,omcl,1,1
OG65090,omcl,1,1
OG65091,omcl,1,1
OG65092,omcl,1,1
OG65093,omcl,1,1
OG10034,omcl,1,1
OG10036,omcl,1,1
OG10040,omcl,1,1
OG10041,omcl,1,1
OG10042,omcl,1,1
OG10043,omcl,1,1
OG10044,omcl,1,1
OG10045,omcl,1,1
OG3247,omcl,1,1
OG32474,omcl,1,1
OG32475,omcl,1,1
OG32476,omcl,1,1
OG32478,omcl,1,1
OG32479,omcl,1,1
OG3248,omcl,1,1
OG32480,omcl,1,1
OG32459,omcl,1,1
OG3246,omcl,1,1
OG32461,omcl,1,1
OG32462,omcl,1,1
OG32463,omcl,1,1
OG32465,omcl,1,1
OG32466,omcl,1,1
OG32468,omcl,1,1
OG24006,omcl,1,1
OG24008,omcl,1,1
OG24009,omcl,1,1
OG24010,omcl,1,1
OG24012,omcl,1,1
OG24016,omcl,1,1
OG24017,omcl,1,1
OG24019,omcl,1,1
OG65153,omcl,1,1
OG65154,omcl,1,1
OG65155,omcl,1,1
OG65158,omcl,1,1
OG65159,omcl,1,1
OG65160,omcl,1,1
OG65161,omcl,1,1
OG65164,omcl,1,1
OG65141,omcl,1,1
OG65144,omcl,1,1
OG65145,omcl,1,1
OG65146,omcl,1,1
OG65147,omcl,1,1
OG65148,omcl,1,1
OG65149,omcl,1,1
OG65150,omcl,1,1
OG65129,omcl,1,1
OG65130,omcl,1,1
OG65132,omcl,1,1
OG65136,omcl,1,1
OG65137,omcl,1,1
OG65139,omcl,1,1
OG6514,omcl,1,1
OG65140,omcl,1,1
OG10049,omcl,1,1
OG65119,omcl,1,1
OG6512,omcl,1,1
OG65122,omcl,1,1
OG65123,omcl,1,1
OG65124,omcl,1,1
OG65127,omcl,1,1
OG65128,omcl,1,1
OG23992,omcl,1,1
OG23993,omcl,1,1
OG23995,omcl,1,1
OG23998,omcl,1,1
OG2400,omcl,1,1
OG24002,omcl,1,1
OG65182,omcl,1,1
OG65183,omcl,1,1
OG32443,omcl,1,1
OG32446,omcl,1,1
OG32447,omcl,1,1
OG32448,omcl,1,1
OG3245,omcl,1,1
OG32452,omcl,1,1
OG32455,omcl,1,1
OG32458,omcl,1,1
OG32431,omcl,1,1
OG32432,omcl,1,1
OG32433,omcl,1,1
OG32436,omcl,1,1
OG32437,omcl,1,1
OG3244,omcl,1,1
OG32440,omcl,1,1
OG32442,omcl,1,1
OG65166,omcl,1,1
OG65167,omcl,1,1
OG6517,omcl,1,1
OG65172,omcl,1,1
OG65177,omcl,1,1
OG65178,omcl,1,1
OG6518,omcl,1,1
OG65180,omcl,1,1
OG10010,omcl,1,1
OG10011,omcl,1,1
OG10013,omcl,1,1
OG10014,omcl,1,1
OG10016,omcl,1,1
OG10017,omcl,1,1
OG10018,omcl,1,1
IP9967,ip,1,1
OG100,omcl,1,1
OG1000,omcl,1,1
OG10001,omcl,1,1
OG10002,omcl,1,1
OG10003,omcl,1,1
OG10005,omcl,1,1
OG10007,omcl,1,1
OG1001,omcl,1,1
OG65195,omcl,1,1
OG65196,omcl,1,1
OG6520,omcl,1,1
OG65200,omcl,1,1
OG65203,omcl,1,1
IP9998,ip,1,1
OG1,omcl,1,1
OG10,omcl,1,1
OG65184,omcl,1,1
OG65187,omcl,1,1
OG65189,omcl,1,1
OG6519,omcl,1,1
OG65190,omcl,1,1
OG65191,omcl,1,1
OG65193,omcl,1,1
OG65194,omcl,1,1
OG32426,omcl,1,1
OG32427,omcl,1,1
OG32428,omcl,1,1
OG32429,omcl,1,1
OG32430,omcl,1,1
OG65221,omcl,1,1
OG65223,omcl,1,1
OG65224,omcl,1,1
OG3241,omcl,1,1
OG32412,omcl,1,1
OG32415,omcl,1,1
OG32419,omcl,1,1
OG3242,omcl,1,1
OG32421,omcl,1,1
OG32422,omcl,1,1
OG32425,omcl,1,1
OG32400,omcl,1,1
OG32401,omcl,1,1
OG32402,omcl,1,1
OG32403,omcl,1,1
OG32406,omcl,1,1
OG32407,omcl,1,1
OG32408,omcl,1,1
OG32409,omcl,1,1
IP9969,ip,1,1
IP9983,ip,1,1
OG65209,omcl,1,1
OG6521,omcl,1,1
OG65220,omcl,1,1
OG32393,omcl,1,1
OG32394,omcl,1,1
OG324,omcl,1,1
OG65262,omcl,1,1
OG65263,omcl,1,1
OG65265,omcl,1,1
OG65267,omcl,1,1
OG65268,omcl,1,1
OG65269,omcl,1,1
OG6527,omcl,1,1
OG65271,omcl,1,1
OG65254,omcl,1,1
OG65255,omcl,1,1
OG65258,omcl,1,1
OG65260,omcl,1,1
IP9890,ip,1,1
IP9912,ip,1,1
IP9927,ip,1,1
IP993,ip,1,1
OG65241,omcl,1,1
OG65243,omcl,1,1
OG65246,omcl,1,1
OG65248,omcl,1,1
OG65249,omcl,1,1
OG65250,omcl,1,1
OG65251,omcl,1,1
OG65253,omcl,1,1
OG65229,omcl,1,1
OG6523,omcl,1,1
OG65234,omcl,1,1
OG65235,omcl,1,1
OG65237,omcl,1,1
OG65238,omcl,1,1
OG65239,omcl,1,1
OG65240,omcl,1,1
OG32377,omcl,1,1
OG3238,omcl,1,1
OG32381,omcl,1,1
OG32383,omcl,1,1
OG32386,omcl,1,1
OG32387,omcl,1,1
OG32389,omcl,1,1
OG32391,omcl,1,1
OG24033,omcl,1,1
OG24037,omcl,1,1
OG2404,omcl,1,1
OG24040,omcl,1,1
OG24046,omcl,1,1
OG24047,omcl,1,1
OG24048,omcl,1,1
OG32372,omcl,1,1
OG65284,omcl,1,1
OG65285,omcl,1,1
OG65286,omcl,1,1
OG24025,omcl,1,1
OG24026,omcl,1,1
OG24029,omcl,1,1
OG2403,omcl,1,1
OG24030,omcl,1,1
OG65272,omcl,1,1
OG65275,omcl,1,1
OG65277,omcl,1,1
OG65278,omcl,1,1
OG6528,omcl,1,1
OG65281,omcl,1,1
OG65282,omcl,1,1
OG65283,omcl,1,1
IP9710,ip,1,1
IP9729,ip,1,1
IP9740,ip,1,1
IP9754,ip,1,1
IP9768,ip,1,1
OG65320,omcl,1,1
OG65325,omcl,1,1
OG65328,omcl,1,1
OG65303,omcl,1,1
OG65305,omcl,1,1
OG65307,omcl,1,1
OG6531,omcl,1,1
OG65312,omcl,1,1
OG65313,omcl,1,1
OG65315,omcl,1,1
IP9691,ip,1,1
IP9852,ip,1,1
OG65291,omcl,1,1
OG65292,omcl,1,1
OG65293,omcl,1,1
OG65299,omcl,1,1
OG6530,omcl,1,1
OG65300,omcl,1,1
OG65302,omcl,1,1
OG65288,omcl,1,1
OG6529,omcl,1,1
OG65290,omcl,1,1
IP9783,ip,1,1
IP9785,ip,1,1
IP9844,ip,1,1
IP985,ip,1,1
IP9851,ip,1,1
OG32369,omcl,1,1
OG2402,omcl,1,1
OG24020,omcl,1,1
OG24021,omcl,1,1
OG24022,omcl,1,1
OG24023,omcl,1,1
OG24024,omcl,1,1
OG65345,omcl,1,1
OG32353,omcl,1,1
OG32354,omcl,1,1
OG32355,omcl,1,1
OG32357,omcl,1,1
OG32360,omcl,1,1
OG32361,omcl,1,1
OG32364,omcl,1,1
OG32366,omcl,1,1
OG32333,omcl,1,1
OG32334,omcl,1,1
OG32335,omcl,1,1
OG3234,omcl,1,1
OG32341,omcl,1,1
OG32349,omcl,1,1
OG32350,omcl,1,1
OG32351,omcl,1,1
OG65329,omcl,1,1
OG6533,omcl,1,1
OG65332,omcl,1,1
OG65333,omcl,1,1
OG65334,omcl,1,1
OG65336,omcl,1,1
OG6534,omcl,1,1
OG32332,omcl,1,1
IP9550,ip,1,1
IP9563,ip,1,1
OG65378,omcl,1,1
OG6538,omcl,1,1
OG65380,omcl,1,1
OG65382,omcl,1,1
OG65383,omcl,1,1
OG65384,omcl,1,1
OG65372,omcl,1,1
OG65373,omcl,1,1
OG65374,omcl,1,1
OG65375,omcl,1,1
OG65377,omcl,1,1
IP9538,ip,1,1
IP9541,ip,1,1
IP9543,ip,1,1
OG65359,omcl,1,1
OG65361,omcl,1,1
OG65362,omcl,1,1
OG65366,omcl,1,1
OG65368,omcl,1,1
OG65369,omcl,1,1
OG6537,omcl,1,1
OG65371,omcl,1,1
OG65346,omcl,1,1
OG65347,omcl,1,1
IP9623,ip,1,1
IP9648,ip,1,1
IP9670,ip,1,1
IP9687,ip,1,1
OG65356,omcl,1,1
OG65358,omcl,1,1
OG32317,omcl,1,1
OG32319,omcl,1,1
OG3232,omcl,1,1
OG32320,omcl,1,1
OG32323,omcl,1,1
OG32326,omcl,1,1
OG32327,omcl,1,1
OG32328,omcl,1,1
OG24061,omcl,1,1
OG24063,omcl,1,1
OG24065,omcl,1,1
OG24066,omcl,1,1
OG24072,omcl,1,1
OG24073,omcl,1,1
OG24074,omcl,1,1
OG32315,omcl,1,1
OG65395,omcl,1,1
OG65396,omcl,1,1
OG2405,omcl,1,1
OG24050,omcl,1,1
OG24053,omcl,1,1
OG24054,omcl,1,1
OG24057,omcl,1,1
OG24058,omcl,1,1
OG65387,omcl,1,1
OG65388,omcl,1,1
OG65389,omcl,1,1
OG6539,omcl,1,1
OG65390,omcl,1,1
OG65391,omcl,1,1
OG65392,omcl,1,1
OG65394,omcl,1,1
OG65425,omcl,1,1
OG65429,omcl,1,1
OG65431,omcl,1,1
OG65432,omcl,1,1
OG65433,omcl,1,1
IP940,ip,1,1
OG6544,omcl,1,1
OG65442,omcl,1,1
OG65410,omcl,1,1
OG65411,omcl,1,1
OG65413,omcl,1,1
OG65414,omcl,1,1
OG65415,omcl,1,1
OG65417,omcl,1,1
OG65420,omcl,1,1
OG65423,omcl,1,1
IP949,ip,1,1
IP9493,ip,1,1
IP9516,ip,1,1
IP9522,ip,1,1
OG65406,omcl,1,1
OG65407,omcl,1,1
OG65408,omcl,1,1
OG6541,omcl,1,1
OG32329,omcl,1,1
OG32330,omcl,1,1
OG65398,omcl,1,1
OG65399,omcl,1,1
OG654,omcl,1,1
OG65400,omcl,1,1
IP9458,ip,1,1
IP9459,ip,1,1
OG65479,omcl,1,1
OG65482,omcl,1,1
OG65483,omcl,1,1
OG65485,omcl,1,1
OG65487,omcl,1,1
OG65490,omcl,1,1
OG65492,omcl,1,1
IP9344,ip,1,1
OG65469,omcl,1,1
OG6547,omcl,1,1
OG65470,omcl,1,1
OG65472,omcl,1,1
OG65473,omcl,1,1
OG65475,omcl,1,1
OG65476,omcl,1,1
OG65478,omcl,1,1
OG65457,omcl,1,1
OG65458,omcl,1,1
OG65460,omcl,1,1
OG65461,omcl,1,1
OG65462,omcl,1,1
OG65463,omcl,1,1
OG65467,omcl,1,1
OG65468,omcl,1,1
OG65443,omcl,1,1
OG65444,omcl,1,1
OG65446,omcl,1,1
OG65448,omcl,1,1
OG6545,omcl,1,1
OG65452,omcl,1,1
OG65455,omcl,1,1
OG65456,omcl,1,1
OG32312,omcl,1,1
OG32313,omcl,1,1
OG24049,omcl,1,1
IP9347,ip,1,1
IP9349,ip,1,1
IP9356,ip,1,1
IP9365,ip,1,1
IP937,ip,1,1
OG3230,omcl,1,1
OG32301,omcl,1,1
OG32303,omcl,1,1
OG32304,omcl,1,1
OG32305,omcl,1,1
OG32309,omcl,1,1
OG32310,omcl,1,1
OG32311,omcl,1,1
OG3229,omcl,1,1
OG32290,omcl,1,1
OG32291,omcl,1,1
OG32292,omcl,1,1
OG32294,omcl,1,1
OG32295,omcl,1,1
OG32296,omcl,1,1
OG32299,omcl,1,1
OG32275,omcl,1,1
OG32276,omcl,1,1
OG32278,omcl,1,1
OG32279,omcl,1,1
OG3228,omcl,1,1
OG32281,omcl,1,1
OG32284,omcl,1,1
OG32289,omcl,1,1
OG65525,omcl,1,1
OG65527,omcl,1,1
OG65528,omcl,1,1
OG65531,omcl,1,1
OG65532,omcl,1,1
OG65533,omcl,1,1
OG65534,omcl,1,1
OG65535,omcl,1,1
OG65516,omcl,1,1
OG65518,omcl,1,1
OG65519,omcl,1,1
OG6552,omcl,1,1
IP9172,ip,1,1
OG65521,omcl,1,1
OG65523,omcl,1,1
OG65524,omcl,1,1
OG65496,omcl,1,1
OG65499,omcl,1,1
OG65502,omcl,1,1
OG65505,omcl,1,1
OG65506,omcl,1,1
OG65509,omcl,1,1
OG65511,omcl,1,1
OG65512,omcl,1,1
IP9372,ip,1,1
IP9378,ip,1,1
IP9379,ip,1,1
IP9228,ip,1,1
IP9273,ip,1,1
IP9294,ip,1,1
OG65493,omcl,1,1
OG65494,omcl,1,1
OG32266,omcl,1,1
OG32267,omcl,1,1
OG3227,omcl,1,1
OG32270,omcl,1,1
OG32272,omcl,1,1
OG65540,omcl,1,1
OG65541,omcl,1,1
OG65546,omcl,1,1
OG24105,omcl,1,1
OG32257,omcl,1,1
OG32258,omcl,1,1
OG32259,omcl,1,1
OG32262,omcl,1,1
OG32263,omcl,1,1
OG32264,omcl,1,1
OG32265,omcl,1,1
OG24098,omcl,1,1
OG24099,omcl,1,1
OG2410,omcl,1,1
OG24100,omcl,1,1
OG24101,omcl,1,1
OG24102,omcl,1,1
OG24103,omcl,1,1
OG24104,omcl,1,1
OG65537,omcl,1,1
OG6554,omcl,1,1
OG2409,omcl,1,1
OG24090,omcl,1,1
OG24092,omcl,1,1
OG24094,omcl,1,1
OG24095,omcl,1,1
OG24096,omcl,1,1
IP9035,ip,1,1
OG6558,omcl,1,1
OG65581,omcl,1,1
OG65584,omcl,1,1
OG65585,omcl,1,1
OG65586,omcl,1,1
OG65587,omcl,1,1
OG65589,omcl,1,1
OG65566,omcl,1,1
OG65567,omcl,1,1
OG65568,omcl,1,1
OG65569,omcl,1,1
OG6557,omcl,1,1
OG65572,omcl,1,1
OG65579,omcl,1,1
IP9027,ip,1,1
OG65550,omcl,1,1
OG65553,omcl,1,1
OG65555,omcl,1,1
OG65556,omcl,1,1
OG65558,omcl,1,1
OG65560,omcl,1,1
OG65561,omcl,1,1
OG65563,omcl,1,1
OG65548,omcl,1,1
OG65549,omcl,1,1
IP9097,ip,1,1
IP9105,ip,1,1
IP9108,ip,1,1
IP9125,ip,1,1
IP9136,ip,1,1
IP9150,ip,1,1
OG32256,omcl,1,1
OG24078,omcl,1,1
OG24080,omcl,1,1
OG24085,omcl,1,1
OG24086,omcl,1,1
OG24087,omcl,1,1
OG24088,omcl,1,1
OG65602,omcl,1,1
OG32244,omcl,1,1
OG32245,omcl,1,1
OG32246,omcl,1,1
OG32247,omcl,1,1
OG32248,omcl,1,1
OG3225,omcl,1,1
OG32250,omcl,1,1
OG32252,omcl,1,1
OG32234,omcl,1,1
OG32235,omcl,1,1
OG32238,omcl,1,1
OG32239,omcl,1,1
OG32240,omcl,1,1
OG32241,omcl,1,1
OG32242,omcl,1,1
OG32243,omcl,1,1
OG65590,omcl,1,1
OG65591,omcl,1,1
OG65592,omcl,1,1
OG65595,omcl,1,1
OG65596,omcl,1,1
OG65598,omcl,1,1
OG65599,omcl,1,1
OG656,omcl,1,1
OG6563,omcl,1,1
OG65630,omcl,1,1
OG65631,omcl,1,1
OG65632,omcl,1,1
OG65635,omcl,1,1
OG65636,omcl,1,1
OG65639,omcl,1,1
OG65640,omcl,1,1
OG65619,omcl,1,1
OG6562,omcl,1,1
OG65620,omcl,1,1
OG65621,omcl,1,1
OG65622,omcl,1,1
OG65623,omcl,1,1
OG65624,omcl,1,1
OG65625,omcl,1,1
OG6561,omcl,1,1
OG65611,omcl,1,1
OG65612,omcl,1,1
OG65613,omcl,1,1
OG65614,omcl,1,1
OG65615,omcl,1,1
OG65616,omcl,1,1
OG65618,omcl,1,1
OG65603,omcl,1,1
OG65604,omcl,1,1
OG65607,omcl,1,1
IP8958,ip,1,1
IP8974,ip,1,1
IP8986,ip,1,1
OG65608,omcl,1,1
OG65609,omcl,1,1
OG65668,omcl,1,1
OG6567,omcl,1,1
OG65670,omcl,1,1
OG65672,omcl,1,1
OG65673,omcl,1,1
OG65674,omcl,1,1
OG65676,omcl,1,1
OG65679,omcl,1,1
OG65663,omcl,1,1
OG65664,omcl,1,1
OG65665,omcl,1,1
IP8866,ip,1,1
IP8890,ip,1,1
IP8900,ip,1,1
IP8901,ip,1,1
OG65667,omcl,1,1
OG65650,omcl,1,1
OG65652,omcl,1,1
OG65653,omcl,1,1
OG65654,omcl,1,1
OG65656,omcl,1,1
OG65658,omcl,1,1
OG65660,omcl,1,1
OG65661,omcl,1,1
OG65641,omcl,1,1
OG65642,omcl,1,1
OG65643,omcl,1,1
OG65644,omcl,1,1
OG65646,omcl,1,1
OG65647,omcl,1,1
OG65648,omcl,1,1
OG6565,omcl,1,1
OG32228,omcl,1,1
OG32229,omcl,1,1
OG32230,omcl,1,1
OG32232,omcl,1,1
OG32233,omcl,1,1
OG65693,omcl,1,1
OG65694,omcl,1,1
IP8796,ip,1,1
OG3222,omcl,1,1
OG32220,omcl,1,1
OG32221,omcl,1,1
OG32222,omcl,1,1
OG32223,omcl,1,1
OG32224,omcl,1,1
OG32225,omcl,1,1
OG32227,omcl,1,1
OG32200,omcl,1,1
OG32201,omcl,1,1
OG32202,omcl,1,1
OG32204,omcl,1,1
OG32205,omcl,1,1
OG32207,omcl,1,1
OG32210,omcl,1,1
OG32214,omcl,1,1
OG6568,omcl,1,1
OG65682,omcl,1,1
OG65683,omcl,1,1
OG65686,omcl,1,1
OG65688,omcl,1,1
OG65690,omcl,1,1
OG65692,omcl,1,1
OG3220,omcl,1,1
OG65723,omcl,1,1
OG65724,omcl,1,1
OG65727,omcl,1,1
OG65729,omcl,1,1
OG65730,omcl,1,1
OG65731,omcl,1,1
OG65733,omcl,1,1
OG65734,omcl,1,1
OG65710,omcl,1,1
OG65712,omcl,1,1
OG65713,omcl,1,1
OG65717,omcl,1,1
OG65718,omcl,1,1
OG6572,omcl,1,1
OG65720,omcl,1,1
OG65721,omcl,1,1
OG65699,omcl,1,1
OG657,omcl,1,1
OG6570,omcl,1,1
OG65700,omcl,1,1
OG65703,omcl,1,1
OG65704,omcl,1,1
OG65706,omcl,1,1
OG65709,omcl,1,1
IP8805,ip,1,1
IP8814,ip,1,1
IP8822,ip,1,1
IP884,ip,1,1
IP8840,ip,1,1
OG65696,omcl,1,1
OG65697,omcl,1,1
OG65698,omcl,1,1
OG32176,omcl,1,1
OG32177,omcl,1,1
OG32178,omcl,1,1
OG32181,omcl,1,1
OG32184,omcl,1,1
OG32188,omcl,1,1
OG3219,omcl,1,1
OG32190,omcl,1,1
OG24127,omcl,1,1
OG24132,omcl,1,1
OG24134,omcl,1,1
OG32170,omcl,1,1
OG32172,omcl,1,1
OG32173,omcl,1,1
OG32174,omcl,1,1
OG32175,omcl,1,1
OG65746,omcl,1,1
OG65748,omcl,1,1
OG65749,omcl,1,1
OG65751,omcl,1,1
OG24118,omcl,1,1
OG24119,omcl,1,1
OG24124,omcl,1,1
OG24125,omcl,1,1
OG65735,omcl,1,1
OG65736,omcl,1,1
OG65737,omcl,1,1
OG65738,omcl,1,1
OG65742,omcl,1,1
OG65743,omcl,1,1
OG65744,omcl,1,1
OG65745,omcl,1,1
OG65782,omcl,1,1
OG65783,omcl,1,1
OG65784,omcl,1,1
OG65785,omcl,1,1
OG65787,omcl,1,1
OG65788,omcl,1,1
OG65789,omcl,1,1
OG6579,omcl,1,1
OG65761,omcl,1,1
OG65762,omcl,1,1
OG65769,omcl,1,1
OG6577,omcl,1,1
OG65770,omcl,1,1
OG65774,omcl,1,1
OG65776,omcl,1,1
OG65780,omcl,1,1
IP8691,ip,1,1
IP8696,ip,1,1
IP8700,ip,1,1
OG65752,omcl,1,1
OG65753,omcl,1,1
OG65756,omcl,1,1
OG6576,omcl,1,1
OG65760,omcl,1,1
OG32192,omcl,1,1
OG32193,omcl,1,1
OG32195,omcl,1,1
IP8746,ip,1,1
IP8752,ip,1,1
IP8780,ip,1,1
IP8782,ip,1,1
IP8651,ip,1,1
OG65816,omcl,1,1
OG65817,omcl,1,1
OG6582,omcl,1,1
OG65820,omcl,1,1
OG65821,omcl,1,1
OG65822,omcl,1,1
OG65823,omcl,1,1
OG65824,omcl,1,1
IP8631,ip,1,1
IP8640,ip,1,1
IP8642,ip,1,1
OG6581,omcl,1,1
OG65811,omcl,1,1
OG65812,omcl,1,1
OG65814,omcl,1,1
OG65815,omcl,1,1
OG65800,omcl,1,1
OG65801,omcl,1,1
OG65804,omcl,1,1
OG65805,omcl,1,1
OG65808,omcl,1,1
OG65809,omcl,1,1
IP8573,ip,1,1
IP8609,ip,1,1
OG65790,omcl,1,1
