ann,nombre
IPR028031,Domain of unknown function DUF4460
IPR001272,"Phosphoenolpyruvate carboxykinase, ATP-utilising"
IPR008210,"Phosphoenolpyruvate carboxykinase, N-terminal"
IPR015994,"Phosphoenolpyruvate carboxykinase (ATP), conserved site"
IPR013035,"Phosphoenolpyruvate carboxykinase, C-terminal"
IPR009851,"Modifier of rudimentary, Modr"
IPR001431,"Peptidase M16, zinc-binding site"
IPR013578,Peptidase M16C associated
IPR007863,"Peptidase M16, C-terminal"
IPR051419,Lysine/N-terminal Methyltransferase Superfamily
IPR032839,"Rab3-GAP regulatory subunit, N-terminal"
IPR026059,Rab3GAP regulatory subunit
IPR045243,mRNA 3'-end-processing protein Rna14-like
IPR036866,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
IPR047151,Zinc phosphodiesterase ELAC protein 2-like
IPR005578,Yif1 family
IPR001656,"Pseudouridine synthase, TruD"
IPR003959,"ATPase, AAA-type, core"
IPR039812,Vesicle-fusing ATPase
IPR018527,"Rubredoxin, iron-binding site"
IPR019170,Meckelin
IPR000742,EGF-like domain
IPR050391,Mitochondrial Metabolite Transporter
IPR036052,"Tryptophan synthase beta chain-like, PALP domain superfamily"
IPR001926,"Tryptophan synthase beta chain-like, PALP domain"
IPR005178,Organic solute transporter subunit alpha/Transmembrane protein 184
IPR017904,ADF/Cofilin
IPR002108,Actin-depolymerising factor homology domain
IPR029006,ADF-H/Gelsolin-like domain superfamily
IPR023406,"DNA topoisomerase, type IA, active site"
IPR010666,"Zinc finger, GRF-type"
IPR001296,"Glycosyl transferase, family 1"
IPR031814,"ALG11 mannosyltransferase, N-terminal"
IPR038013,ALG11 mannosyltransferase
IPR027684,Tubulin-specific chaperone C
IPR017901,C-CAP/cofactor C-like domain
IPR016098,"Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal"
IPR012945,Tubulin binding cofactor C-like domain
IPR043597,Trichohyalin-plectin-homology domain
IPR043596,CFAP53/TCHP
IPR015232,Domain of unknown function DUF1935
IPR022684,"Peptidase C2, calpain family"
IPR001300,"Peptidase C2, calpain, catalytic domain"
IPR036310,Smp-1-like superfamily
IPR013780,"Glycosyl hydrolase, all-beta"
IPR000169,"Cysteine peptidase, cysteine active site"
IPR012334,Pectin lyase fold
IPR011050,Pectin lyase fold/virulence factor
IPR039448,Right handed beta helix domain
IPR038375,Protein arginine methyltransferase NDUFAF7 superfamily
IPR003788,Protein arginine methyltransferase NDUFAF7
IPR023302,"Peptidase S9A, N-terminal domain"
IPR001375,"Peptidase S9, prolyl oligopeptidase, catalytic domain"
IPR002471,"Peptidase S9, serine active site"
IPR002470,"Peptidase S9A, prolyl oligopeptidase"
IPR051167,Prolyl oligopeptidase and macrocyclase
IPR004106,"Peptidase S9, N-terminal domain superfamily"
IPR046714,Domain of unknown function DUF6787
IPR000692,rRNA 2'-O-methyltransferase fibrillarin-like
IPR020813,"Fibrillarin, conserved site"
IPR045064,Reticulon-like
IPR003388,Reticulon
IPR016102,Succinyl-CoA synthetase-like
IPR013650,"ATP-grasp fold, succinyl-CoA synthetase-type"
IPR005811,"ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain"
IPR005809,"Succinate--CoA ligase-like, beta subunit"
IPR017866,"Succinyl-CoA synthetase, beta subunit, conserved site"
IPR013815,"ATP-grasp fold, subdomain 1"
IPR036443,"Zinc finger, RanBP2-type superfamily"
IPR033010,WD repeat Cdc20/Fizzy
IPR008195,Large ribosomal subunit protein eL34
IPR038562,"Large ribosomal subunit protein eL34, C-terminal domain superfamily"
IPR016181,Acyl-CoA N-acyltransferase
IPR052108,Multiple EGF-like domains/Integrin beta-like
IPR002049,Laminin-type EGF domain
IPR026847,Vacuolar protein sorting-associated protein 13
IPR026854,"Vacuolar protein sorting-associated protein 13, N-terminal domain"
IPR001114,Adenylosuccinate synthetase
IPR018220,"Adenylosuccinate synthase, GTP-binding site"
IPR042109,"Adenylosuccinate synthetase, domain 1"
IPR042111,"Adenylosuccinate synthetase, domain 3"
IPR042110,"Adenylosuccinate synthetase, domain 2"
IPR001806,Small GTPase
IPR050209,Membrane trafficking Rab GTPases
IPR050349,WD repeat LIS1/nudF dynein regulation
IPR020472,"PAC1/LIS1-like, WD-40 repeat"
IPR001478,PDZ domain
IPR044715,WD repeat-containing protein 86-like
IPR006840,Glutathione-specific gamma-glutamylcyclotransferase
IPR036568,Gamma-glutamyl cyclotransferase-like superfamily
IPR013024,Gamma-glutamyl cyclotransferase-like
IPR000182,GNAT domain
IPR045047,N-acetyltransferase Ard1-like
IPR009542,Signal peptidase complex subunit 1
IPR036640,"ABC transporter type 1, transmembrane domain superfamily"
IPR011527,"ABC transporter type 1, transmembrane domain"
IPR039421,Type 1 protein exporter
IPR052815,Programmed cell death 2-like regulator
IPR007320,"Programmed cell death protein 2, C-terminal"
IPR002225,3-beta hydroxysteroid dehydrogenase/isomerase
IPR050177,Bifunctional lipid A modification and metabolic enzymes
IPR005339,"GINS complex, subunit Psf1"
IPR021151,"GINS subunit, domain A"
IPR036224,"GINS, helical bundle-like domain superfamily"
IPR037587,Ragulator complex protein LAMTOR2-like
IPR039893,Centrosomal protein of 120kDa-like
IPR051543,Serine Peptidase S9A Subfamily
IPR036903,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain superfamily"
IPR007230,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain"
IPR021967,"Nuclear pore complex protein NUP96, C-terminal domain"
IPR002205,"DNA topoisomerase, type IIA, domain A"
IPR034157,"DNA topoisomerase 2, TOPRIM domain"
IPR013760,"DNA topoisomerase, type IIA-like domain superfamily"
IPR013759,"DNA topoisomerase, type IIA, subunit B, C-terminal"
IPR013506,"DNA topoisomerase, type IIA, subunit B, domain 2"
IPR050634,DNA Topoisomerase II
IPR013758,"DNA topoisomerase, type IIA, domain A, alpha-beta"
IPR003594,Histidine kinase/HSP90-like ATPase domain
IPR031660,C-terminal associated domain of TOPRIM
IPR001241,"DNA topoisomerase, type IIA"
IPR013757,"DNA topoisomerase, type IIA, alpha-helical domain superfamily"
IPR001154,"DNA topoisomerase II, eukaryotic-type"
IPR018522,"DNA topoisomerase, type IIA, conserved site"
IPR029787,Nucleotide cyclase
IPR052462,SRA stem-loop-interacting RNA-binding protein/Glycine-rich RNA-binding-like
IPR040623,"26S proteasome regulatory subunit RPN2, C-terminal"
IPR016642,"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit"
IPR048570,"26S proteasome non-ATPase regulatory subunit 1/RPN2, N-terminal domain"
IPR037523,"Vicinal oxygen chelate (VOC), core domain"
IPR029068,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
IPR004360,Glyoxalase/fosfomycin resistance/dioxygenase domain
IPR004361,Glyoxalase I
IPR018146,"Glyoxalase I, conserved site"
IPR005024,Snf7 family
IPR050576,Ciliary and flagellar integrity-associated protein
IPR000682,Protein-L-isoaspartate(D-aspartate) O-methyltransferase
IPR011333,SKP1/BTB/POZ domain superfamily
IPR016072,"SKP1 component, dimerisation"
IPR036296,"SKP1-like, dimerisation domain superfamily"
IPR004539,"Translation elongation factor EF1A, eukaryotic/archaeal"
IPR031157,"Tr-type G domain, conserved site"
IPR054696,"GTP-eEF1A, C-terminal domain"
IPR050100,Translation factor GTPase superfamily members
IPR009001,"Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal"
IPR002716,PIN domain
IPR002076,ELO family
IPR050235,Casein kinase 1/Serine/threonine-protein kinase-like
IPR041282,FYVE-type zinc finger
IPR005052,Legume-like lectin
IPR051136,Intracellular Lectin and Glycoprotein Transporter
IPR000043,Adenosylhomocysteinase-like
IPR020082,"S-adenosyl-L-homocysteine hydrolase, conserved site"
IPR042172,Adenosylhomocysteinase-like superfamily
IPR015878,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"
IPR006311,"Twin-arginine translocation pathway, signal sequence"
IPR052595,Leucine-rich repeat-containing protein 69/Receptor-like
IPR000217,Tubulin
IPR037103,"Tubulin/FtsZ-like, C-terminal domain"
IPR008280,"Tubulin/FtsZ, C-terminal"
IPR023123,"Tubulin, C-terminal"
IPR002453,Beta tubulin
IPR017975,"Tubulin, conserved site"
IPR003008,"Tubulin/FtsZ, GTPase domain"
IPR018316,"Tubulin/FtsZ, 2-layer sandwich domain"
IPR013838,"Beta tubulin, autoregulation binding site"
IPR036525,"Tubulin/FtsZ, GTPase domain superfamily"
IPR011701,Major facilitator superfamily
IPR018934,RIO-type domain
IPR018935,"RIO kinase, conserved site"
IPR051272,RIO-type Ser/Thr kinase
IPR000687,RIO kinase
IPR038607,PhoD-like superfamily
IPR018946,"PhoD-like phosphatase, metallophosphatase domain"
IPR016534,Vacuolar protein sorting-associated protein 16
IPR038132,"Vps16, C-terminal domain superfamily"
IPR006925,"Vps16, C-terminal"
IPR006926,"Vps16, N-terminal"
IPR036102,OsmC/Ohr superfamily
IPR015946,"K homology domain-like, alpha/beta"
IPR007277,Svp26/Tex261
IPR002123,Phospholipid/glycerol acyltransferase
IPR045242,Syntaxin
IPR036919,"Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily"
IPR039699,Large ribosomal subunit protein uL30
IPR050615,ATP-dependent DNA Helicase
IPR006935,"Helicase/UvrB, N-terminal"
IPR018306,"Bacteriophage T5, Orf172 DNA-binding"
IPR036372,BEACH domain superfamily
IPR000409,BEACH domain
IPR050865,BEACH Domain-Containing
IPR023362,PH-BEACH domain
IPR050196,Cytochrome P450 Monooxygenases
IPR029416,Cilia- and flagella-associated protein 300
IPR016488,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 6"
IPR008011,Complex 1 LYR protein domain
IPR045299,"NDUFA6, LYR domain"
IPR002773,Deoxyhypusine synthase
IPR029035,DHS-like NAD/FAD-binding domain superfamily
IPR036982,Deoxyhypusine synthase superfamily
IPR016897,S-phase kinase-associated protein 1
IPR001232,S-phase kinase-associated protein 1-like
IPR016073,"SKP1 component, POZ domain"
IPR038511,TAP42/TAP46-like superfamily
IPR007304,TAP46-like protein
IPR033464,CSN8/PSMD8/EIF3K
IPR016020,"Translation initiation factor 3, subunit 12, N-terminal, eukaryotic"
IPR009374,Eukaryotic translation initiation factor 3 subunit K
IPR039119,ABT1/Esf2
IPR030217,Nuclear RNA export factor
IPR058923,RCC1-like domain
IPR051210,Ubiquitin ligases and GEF domain-containing protein
IPR042855,"v-SNARE, coiled-coil homology domain"
IPR044565,Vesicle-trafficking protein Sec22
IPR031327,Mini-chromosome maintenance protein
IPR001208,MCM domain
IPR008047,DNA replication licensing factor MCM4
IPR033762,MCM OB domain
IPR027925,"MCM, N-terminal domain"
IPR041562,"MCM, AAA-lid domain"
IPR039879,EF-hand calcium-binding domain-containing protein 10
IPR049760,"EF-hand calcium-binding domain-containing protein 10, dimerization/docking domain"
IPR002119,Histone H2A
IPR032458,Histone H2A conserved site
IPR009072,Histone-fold
IPR007125,Core Histone H2A/H2B/H3 domain
IPR061508,"Histone H2A, histone fold"
IPR032454,"Histone H2A, C-terminal domain"
IPR026504,Meiosis-specific nuclear structural protein 1
IPR006329,AMP deaminase
IPR032466,Metal-dependent hydrolase
IPR025714,Methyltransferase domain
IPR036277,SMCs flexible hinge superfamily
IPR010935,SMCs flexible hinge
IPR003395,"RecF/RecN/SMC, N-terminal"
IPR003347,JmjC domain
IPR050910,JMJD6 family arginine demethylases/lysyl-hydroxylases
IPR036918,"Pyruvate kinase, C-terminal domain superfamily"
IPR015813,Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily
IPR001697,Pyruvate kinase
IPR040442,Pyruvate kinase-like domain superfamily
IPR018209,"Pyruvate kinase, active site"
IPR015806,"Pyruvate kinase, insert domain superfamily"
IPR011037,"Pyruvate kinase-like, insert domain superfamily"
IPR015795,"Pyruvate kinase, C-terminal"
IPR015793,"Pyruvate kinase, barrel"
IPR001451,Hexapeptide repeat
IPR011004,Trimeric LpxA-like superfamily
IPR045304,"Serine acetyltransferase, LbH domain"
IPR042122,"Serine acetyltransferase, N-terminal domain superfamily"
IPR036705,ADP-ribosylation/Crystallin J1 superfamily
IPR005502,ADP-ribosylation/Crystallin J1
IPR050792,ADP-ribosylglycohydrolase-like
IPR022108,Protein of unknown function DUF3648
IPR058920,PAP/OAS1 substrate-binding-related domain
IPR058921,PAP/OAS1-related
IPR000542,Acyltransferase ChoActase/COT/CPT
IPR023213,Chloramphenicol acetyltransferase-like domain superfamily
IPR042231,"Choline/Carnitine o-acyltransferase, domain 2"
IPR039551,"Choline/Carnitine o-acyltransferase, domain 1 and 2"
IPR000558,Histone H2B
IPR055333,"Histone H2B, conserved site"
IPR000608,"Ubiquitin-conjugating (UBC), catalytic core domain"
IPR016135,Ubiquitin-conjugating enzyme/RWD-like
IPR023313,"Ubiquitin-conjugating enzyme, active site"
IPR059315,Domain of unknown function DUF8271
IPR006073,GTP binding domain
IPR030378,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
IPR023179,"GTP-binding protein, orthogonal bundle domain superfamily"
IPR050755,"TRAFAC YlqF/YawG GTPases, Ribosome Maturation"
IPR036865,CRAL-TRIO lipid binding domain superfamily
IPR001251,CRAL-TRIO lipid binding domain
IPR051026,Phosphatidylinositol/phosphatidylcholine transfer
IPR036273,"CRAL/TRIO, N-terminal domain superfamily"
IPR004097,DHHA2 domain
IPR001667,DDH domain
IPR038763,DHH phosphoesterase superfamily
IPR038222,DHHA2 domain superfamily
IPR003874,CDC45
IPR028172,Intraflagellar transport protein 20
IPR060440,"CEP162, C-terminal coiled-coil domain"
IPR038774,Centrosomal protein CEP162-like
IPR039400,RagC/D
IPR006762,Gtr1/RagA G protein
IPR039770,Ribosome biogenesis protein Rpf2
IPR007599,Derlin
IPR036572,Doublecortin domain superfamily
IPR003533,Doublecortin domain
IPR038749,"GINS complex protein Sld5, alpha-helical domain"
IPR031633,"DNA replication complex GINS protein SLD5, C-terminal"
IPR008591,GINS complex subunit Sld5
IPR001054,Adenylyl cyclase class-3/4/guanylyl cyclase
IPR057399,"Receptor-type adenylate cyclase GRESAG 4.1/3, periplasmic binding protein-like domain 1"
IPR050697,Adenylyl/Guanylyl Cyclase Class-3/4
IPR028082,Periplasmic binding protein-like I
IPR057398,"Receptor-type adenylate cyclase GRESAG 4.1/3, periplasmic binding protein-like domain 2"
IPR001597,Aromatic amino acid beta-eliminating lyase/threonine aldolase
IPR005821,Ion transport domain
IPR027359,Voltage-dependent channel domain superfamily
IPR043203,Voltage-gated cation channel calcium and sodium
IPR035309,Proteasome activator complex subunit 4
IPR021843,"Proteasome activator complex subunit 4, C-terminal domain"
IPR036181,MIT domain superfamily
IPR050304,Microtubule-severing AAA ATPase
IPR007330,MIT domain
IPR015415,"Spastin/Vps4, C-terminal"
IPR003960,"ATPase, AAA-type, conserved site"
IPR041569,"AAA ATPase, AAA+ lid domain"
IPR040632,"Sulfotransferase, S. mansonii-type"
IPR050747,Mitochondrial chaperone BCS1 subfamily
IPR004123,Dim1 family
IPR036770,Ankyrin repeat-containing domain superfamily
IPR002110,Ankyrin repeat
IPR004274,FCP1 homology domain
IPR050365,Mitochondrial import inner membrane translocase subunit TIM50
IPR036855,"Zinc finger, CCCH-type superfamily"
IPR039031,Mucolipin
IPR045546,"Exportin-T, C-terminal domain"
IPR040017,Exportin-T
IPR013598,Exportin-1/Importin-beta-like
IPR036452,Ribonucleoside hydrolase-like
IPR023186,Inosine/uridine-preferring nucleoside hydrolase
IPR001910,Inosine/uridine-preferring nucleoside hydrolase domain
IPR041706,"YchF, N-terminal"
IPR013029,"YchF, C-terminal domain"
IPR004396,Ribosome-binding ATPase YchF/Obg-like ATPase 1
IPR004095,TGS
IPR023192,TGS-like domain superfamily
IPR031167,OBG-type guanine nucleotide-binding (G) domain
IPR012676,TGS-like
IPR045055,DNA2/NAM7-like helicase
IPR041677,"DNA2/NAM7 helicase, helicase domain"
IPR041679,"DNA2/NAM7 helicase-like, C-terminal"
IPR047187,"Upf1-like, C-terminal helicase domain"
IPR052617,Huntingtin-interacting protein K
IPR039765,Protein Yip5/YIPF1/YIPF2
IPR006977,Yip1 domain
IPR015940,Ubiquitin-associated domain
IPR015496,Ubiquilin
IPR009060,UBA-like superfamily
IPR059194,Ribosomal protein mL96-like
IPR005654,"ATPase, AFG1-like"
IPR001951,Histone H4
IPR035425,"CENP-T/Histone H4, histone fold"
IPR002523,"Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB"
IPR045863,"CorA, transmembrane region"
IPR045861,"CorA, cytoplasmic domain"
IPR044089,Magnesium transporter Alr1-like
IPR008183,Aldose 1-/Glucose-6-phosphate 1-epimerase
IPR011013,Galactose mutarotase-like domain superfamily
IPR018052,"Aldose 1-epimerase, conserved site"
IPR047215,Galactose mutarotase-like
IPR014718,Glycoside hydrolase-type carbohydrate-binding
IPR010448,Torsin
IPR025799,Protein arginine N-methyltransferase
IPR055135,Protein arginine N-methyltransferase domain
IPR010126,"Esterase, PHB depolymerase"
IPR050955,Plant Biomass Hydrolyzing Esterase
IPR011044,"Quinoprotein amine dehydrogenase, beta chain-like"
IPR052993,Cilia- and flagella-associated protein 57
IPR004942,Roadblock/LAMTOR2 domain
IPR036910,High mobility group box domain superfamily
IPR044641,Sm-like protein Lsm7/SmG
IPR050994,Arabidopsis Inactive Receptor-like Kinases
IPR037138,Histone deacetylase domain superfamily
IPR023801,Histone deacetylase domain
IPR000286,Histone deacetylase HDAC
IPR023696,Ureohydrolase domain superfamily
IPR050108,Cyclin-dependent kinase
IPR029060,PIN-like domain superfamily
IPR004859,"Xrn1, N-terminal"
IPR027073,5'-3' exoribonuclease
IPR007149,Leo1-like protein
IPR003084,Class I/II Histone deacetylase HDAC
IPR040571,Mitochondrial membrane-anchored protein
IPR050502,Eukaryotic RNA-binding
IPR016064,NAD kinase/diacylglycerol kinase-like domain superfamily
IPR017437,"ATP-NAD kinase, PpnK-type, C-terminal"
IPR017438,"Inorganic polyphosphate/ATP-NAD kinase, N-terminal"
IPR019798,"Serine hydroxymethyltransferase, pyridoxal phosphate binding site"
IPR001085,Serine hydroxymethyltransferase
IPR039429,Serine hydroxymethyltransferase-like domain
IPR049943,Serine hydroxymethyltransferase-like
IPR043129,"ATPase, nucleotide binding domain"
IPR013126,Heat shock protein 70 family
IPR018181,"Heat shock protein 70, conserved site"
IPR029047,"Heat shock protein 70kD, peptide-binding domain superfamily"
IPR012725,Chaperone DnaK
IPR029048,"Heat shock protein 70kD, C-terminal domain superfamily"
IPR021298,Cilia- and flagella-associated protein 298
IPR033644,"Ferrochelatase, C-terminal"
IPR033659,"Ferrochelatase, N-terminal"
IPR001015,Ferrochelatase
IPR050868,Engulfment and cell motility domain-containing protein
IPR006816,ELMO domain
IPR050307,Sterol desaturase-related
IPR006694,Fatty acid hydroxylase
