target_id,score,druggable,de_la_especie
125084,0.924731182795699,0,False
195762,0.924731182795699,0,False
350447,0.924731182795699,0,False
65830,0.924731182795699,0,False
273134,0.924731182795699,0,False
6215,0.924731182795699,0,False
78890,0.924731182795699,0,False
374487,0.924731182795699,0,False
226196,0.924731182795699,0,False
122971,0.924731182795699,0,False
315829,0.924731182795699,0,False
324560,0.924731182795699,0,False
85627,0.924731182795699,0,False
366233,0.924731182795699,0,False
332157,0.924731182795699,0,False
298574,0.924731182795699,0,False
49084,0.924731182795699,0,False
329286,0.924731182795699,0,False
137620,0.923900411984783,0,False
84948,0.923900411984783,0,False
5476,0.923900411984783,0,False
41326,0.923900411984783,0,False
205687,0.923900411984783,0,False
237021,0.923900411984783,0,False
88568,0.923900411984783,0,False
294354,0.9236887576613049,0,False
328135,0.923611111111111,0,False
243815,0.9217391304347825,0,False
315745,0.9217391304347825,0,False
65855,0.9217391304347825,0,False
397844,0.9217391304347825,0,False
249540,0.9217391304347825,0,False
297896,0.9217391304347825,0,False
194135,0.9217391304347825,0,False
362995,0.9217391304347825,0,False
58563,0.9217391304347825,0,False
86186,0.9217391304347825,0,False
3638,0.9217391304347825,0,False
274155,0.9217391304347825,0,False
325285,0.9217391304347825,0,False
102324,0.9217391304347825,0,False
257110,0.9217391304347825,0,False
222816,0.9217391304347825,0,False
335647,0.9217391304347825,0,False
376497,0.9217391304347825,0,False
362264,0.9217391304347825,0,False
399243,0.9217391304347825,0,False
349719,0.9217391304347825,0,False
376153,0.9217391304347825,0,False
184273,0.9212414034602421,0,False
242970,0.9184523809523809,0,False
356750,0.9184523809523809,0,False
191081,0.9166666666666666,0,False
176414,0.9166666666666666,0,False
30593,0.9166666666666666,0,False
191165,0.9166666666666666,0,False
73156,0.9166666666666666,0,False
390613,0.9166666666666666,0,False
29209,0.9166666666666666,0,False
105146,0.9166666666666666,0,False
396738,0.9166666666666666,0,False
23309,0.9166666666666666,0,False
102478,0.9166666666666666,0,False
127694,0.9166666666666666,0,False
27780,0.9166666666666666,0,False
200825,0.9166666666666666,0,False
191129,0.9166666666666666,0,False
299455,0.9166666666666666,0,False
351005,0.9166666666666666,0,False
298253,0.9159512510785159,0,False
372566,0.9119229581928491,0,False
91394,0.9117647058823529,0,False
64267,0.9117647058823529,0,False
296395,0.9117647058823529,0,False
60570,0.9117647058823529,0,False
